"","X","plot","mean.height_mean","mode.el_mean","height.2_mean","max.el_mean","mode.2_mean","max.can.ht_mean","mean.max.ht_mean","mean.vai_mean","max.vai_mean","deep.gaps_mean","porosity_mean","std.std_mean","mean.std_mean","rugosity_mean","top.rugosity_mean","mean.return.ht_mean","sd.return.ht_mean","sky.fraction_mean","cover.fraction_mean","max.ht_mean","rumple_mean","clumping.index_mean","mean.height_sd","mode.el_sd","height.2_sd","max.el_sd","mode.2_sd","max.can.ht_sd","mean.max.ht_sd","mean.vai_sd","max.vai_sd","deep.gaps_sd","porosity_sd","std.std_sd","mean.std_sd","rugosity_sd","top.rugosity_sd","mean.return.ht_sd","sd.return.ht_sd","sky.fraction_sd","cover.fraction_sd","max.ht_sd","rumple_sd","clumping.index_sd","aPAR_mean","bPAR_mean","LAI_mean","fPAR_mean","aPAR_sd","bPAR_sd","LAI_sd","fPAR_sd","regime"
"1",1,"ARNO_001",12.9562919878,11.443,6.083868784,24.4,6.6426827202,32.8776,21.214463,7.7411429376,8.1123335856,0,0.7902336788,927.3273139,16.35596548,24.576886918,7.9152891512,12.1779982026,7.333078813,0.6427360514,99.35726395,32.8776,6.656,0.9142394562,4.07798435466541,4.28765611960661,0.966590862893943,3.78153408023781,1.29919267184723,1.33779699506315,3.67453291422461,0.202586789513036,0.128279559654653,0,0.0310032269505471,425.509804612056,4.62677123580862,6.95168386732925,1.41130616487276,3.95099514068502,1.17475326669682,0.578343229953548,0.57834322904177,1.33779699506315,1.15390315884826,0.0442046218969501,1063.2,54.2833333333333,5.04833333333333,0.949883432635872,152.00815767583,25.2016203182785,0.36449508455762,0.0200336756463535,"high"
"7",7,"ARNO_012",9.92137632333333,8.74916666666667,5.98604396916667,22.1666666666667,6.535959551,28.5196666666667,16.8144783333333,7.52719306216667,8.1458615525,0,0.781252953,505.190423866667,12.9280301598333,17.498709265,8.194388923,9.137922516,6.83337005116667,1.36177239083333,98.6382276083333,28.5196666666667,6.42666666666667,0.9236063995,2.59747405661029,2.54431212052819,1.41107503671235,2.85773803324704,1.05804267362785,1.15174904674007,2.35336049114594,0.188982308318817,0.147936141875267,0,0.0130387172905332,305.807048174717,3.86002681231689,4.82930161362735,0.766574215106273,2.45706886780398,1.16747996970635,0.585904518154229,0.585904518607128,1.15174904674007,1.76175953712948,0.0605381299425395,1044.4,26.16,4.938,0.973766231525614,247.903822076224,9.48962591465017,0.653888369677883,0.0113539323653996,"high"
"8",8,"ARNO_035",7.248179727,6.319,5.039402404,21.8,5.6317724922,27.9522,13.852053,7.740795235,9.6700308692,0,0.7971993196,759.98405723,13.562995808,21.4747187194,8.131821406,6.7907097668,6.1517305172,0.6683948414,99.33160516,27.9522,6.661,0.8414201488,2.12641516524248,2.15023370822801,2.23825354665605,8.52642949891688,2.52130263834875,2.17043640773002,3.89812572664992,0.302752503882072,3.2419118726248,0,0.033632330110177,551.134047537252,7.5316742908156,9.319654220304,1.90676534316696,2.15933969342799,2.35488480005182,0.619566676107677,0.619566675864831,2.17043640773002,1.44007117879638,0.0899259331431261,1165.7,38.1,6.252,0.963597716863525,268.869512961213,19.4778078848725,1.49907304691933,0.0234740868927393,"high"
"9",9,"ARNO_036",5.16786960833333,4.3125,1.940861447,12.1666666666667,2.19419364233333,19.3701666666667,9.149575,7.88851384116667,8.35467346683333,0,0.710750360833333,50.7052647666667,3.53878911083333,5.48963635,4.11531387816667,4.6229539895,2.675934962,0.259611600333333,99.7403884,19.3701666666667,3.8875,0.739669582166667,0.770462822010669,0.95403747305858,0.810516961984421,4.62240918425302,0.985008685972309,3.08947033756058,1.21706902587733,0.113927413743606,0.42737016510711,0,0.0577980612046785,38.8874950433273,1.01699733843681,2.93616610137075,1.36706520405154,0.739541464374994,0.727461325939562,0.303935046786165,0.303935048792096,3.08947033756058,0.909498488179062,0.0830754518678095,1210.95,15.575,6.6225,0.987043056989523,476.037018868631,9.46022374647309,0.941501460434342,0.00544689328245436,"high"
"10",10,"GRSM_050",8.8539485095,7.79166666675,4.71200271775,23.25,5.51196189825,29.7285,17.33154375,6.62927520025,8.021023092,0,0.73774501575,786.951278935,14.863501134,20.416503242,7.38560329725,7.55928294975,5.25469743425,8.997882731,91.00211727,29.7285,5.1875,0.90734701075,1.68295165132016,2.36073199562598,1.72454161901177,8.22090830342568,2.65290153564419,4.83221802074368,2.3165352589567,1.11694319348686,0.0173246960520092,0,0.0704633957685678,766.331336368345,6.54798622765705,12.4919662499727,2.19410231602238,0.873388852515113,1.56248588444138,10.1901819705305,10.1901819705809,4.83221802074368,1.19207452227898,0.0481203401998036,1712.06666666667,38,6.71333333333333,0.977587428865532,183.083978909497,3.35111921602321,0.446131520219468,0.00346541790951459,"high"
"11",11,"GRSM_053",10.5887276253333,8.26666666666667,7.929187458,34.6666666666667,8.90389055966667,39.5466666666667,21.9365166666667,7.384607216,8.79195596666667,0,0.793233364,4676.79162433333,38.4185119333333,53.54570387,13.1492504233333,9.74950200133333,9.74353126833333,1.77253584266667,98.2274641566667,39.5466666666667,10.4166666666667,0.934952231,2.50875216361896,2.4214320831552,2.60467162638509,4.93288286231625,3.06367415975622,1.77837744400151,4.02703542217576,0.479681956415414,0.64570066680325,0,0.0197062191657806,3231.95733170056,12.1409937467403,18.790875818415,1.44102141052215,2.33661388234094,2.73321652497498,1.57001967643422,1.57001967774358,1.77837744400151,0.553022000767902,0.0210635504781512,1946.53333333333,46.1,5.58333333333333,0.976206340543885,78.0133535577938,13.0011537949522,4.84689935250706,0.00704184786748631,"high"
"12",12,"GRSM_055",9.74258627233333,8,6.17374414133333,32.3333333333333,7.34213230233333,36.683,21.518125,7.35786227933333,8.800128207,0,0.771161343333333,2126.64557366667,28.6607065533333,35.35138813,10.1612270363333,8.25698075366667,7.085637368,2.14783529233333,97.85216471,36.683,8.95833333333333,0.935011646,1.24241574045751,1.48134229670255,0.455844638883305,3.51188458428425,1.26303796034697,1.6100959598732,3.34569317565508,0.490061715991032,1.30798921724337,0,0.0533553677034261,285.964108578591,5.96441633469402,6.90354864277276,0.903152622562918,1.60854244855089,1.15319915151536,1.70572054514049,1.70572054794475,1.6100959598732,1.1408147673191,0.0123708307878481,1990.9,71.3666666666667,8.76,0.96410155311883,17.545369759569,40.8677541997763,0.400374824383351,0.0205648643668238,"high"
"13",13,"GRSM_057",11.4999643003333,9.525,6.65769666166667,32.6666666666667,8.17415141033333,36.953,23.6248666666667,7.04205568366667,8.024735499,0,0.744549289,2430.483574,32.5124881166667,36.7303952933333,10.0033979756667,10.1524304923333,8.108579716,5.24002142133333,94.75997858,36.953,8.175,0.938190776333333,3.22938148029811,3.31257075396134,0.858719908433768,0.577350269189626,1.5734708704143,3.49449152238205,3.88922930044737,0.69765584144282,0.0108062510100081,0,0.0535996718737279,412.92874124544,5.1574877578884,3.1384627593142,2.44681392944407,2.91082794870862,0.918728266203604,6.38313776825965,6.38313776949816,3.49449152238205,4.05485819727398,0.0381258394562784,1773.83333333333,82.0666666666667,8.29666666666667,0.954204256466849,49.6786003560219,96.3232751381167,1.05396078358416,0.0533711549405799,"high"
"14",14,"GRSM_061",11.181389367,9.27,4.94194123633333,24.6666666666667,6.05601852,31.487,21.566665,6.70750800533333,8.201795807,0,0.676879566,898.5846641,20.4155075,20.2683266333333,6.34715528533333,10.124999824,6.562431295,7.95065160666667,92.0493483933333,31.487,5.75666666666667,0.913243440666667,1.12994539560282,1.11296900226376,0.874813655586802,1.15470053837925,0.802439733863108,3.74363713519353,0.815573389049078,1.08726951034176,0.32834247861974,0,0.0488493574520993,552.667728985804,5.378328350818,8.80645012221028,0.527370258803633,1.20398923109367,0.978524712809657,9.64331572198224,9.64331572259897,3.74363713519353,0.898614674559309,0.0645771880948505,1601.43333333333,57.9666666666667,5.34,0.964020180045891,73.7592254116957,33.814543222308,0.44440972086578,0.0202079898861718,"high"
"15",15,"GRSM_064",7.36060084566667,5.94166666666667,4.60573487366667,21,5.19577431433333,33.6733333333333,18.559775,7.66839549866667,10.4999423,0,0.742871148333333,1343.16578816667,21.0695334366667,29.3161666033333,9.86519307733333,6.56484087366667,6.29656284633333,1.06238637266667,98.9376136266667,33.6733333333333,10.0166666666667,0.873318856333333,1.03122381204235,1.43795282722812,1.01167143899064,6.08276253029822,1.87632124284602,0.364214680282568,1.32561697970228,0.262846604820337,4.23487012600447,0,0.00825941120577565,518.791539888746,2.38309221631576,7.35018766454323,1.07889939177415,1.00398350218943,0.4890999478232,0.813096431025575,0.813096431109297,0.364214680282568,2.26802961473904,0.0326248350452608,1586.86666666667,23.4,8.32666666666667,0.985150868248716,110.806558169331,6.39061812346818,0.682959247198055,0.00456335208070532,"high"
"16",16,"GRSM_065",7.37209715,5.8375,3.2648606165,18,3.8269666375,25.682,16.633575,7.202371044,8.083020671,0,0.6523706895,301.13778435,11.87991277,12.3192506845,6.1109002855,6.776978625,4.649782426,3.9205739705,96.07942603,25.682,6.225,0.903623377,1.07398081902944,0.760139789775539,0.117659835421732,0,0.320979296958718,3.69816846560564,0.654215193953794,0.42386701552637,0.0232588195129485,0,0.0563856698320666,117.01142748364,0.796501596342935,3.98103306374225,0.74355137935142,1.25762356784045,0.0191273713671713,3.02418470363367,3.02418470151234,3.69816846560564,1.06066017177982,0.0257969184928346,1808.95,43.05,8.32,0.976060766807367,79.5495128834866,9.6873629022557,0.721248916810279,0.00640798100640364,"high"
"17",17,"GRSM_066",8.77052223533333,7.1,5.32180504,23.3333333333333,6.24461267766667,32.5053333333333,19.1464666666667,7.24287315433333,8.11395811466667,0,0.778056835333333,1217.89423666667,21.0516247866667,26.7880901366667,9.360457003,7.57498690033333,6.40636141466667,2.31015313966667,97.68984686,32.5053333333333,8.25833333333333,0.913779554,2.73873287678375,2.12588216982974,1.81752157461503,8.02080627701064,2.38177323813036,2.43672204679429,3.44521374847894,0.461958183592427,0.082797145492579,0,0.0332431413669115,575.403416770406,6.70931903867794,6.37709761511237,1.37089784961426,2.57224711098479,1.74786137803786,1.5034573610415,1.50345736303863,2.43672204679429,1.98845626890141,0.0139411113235069,1537.1,38.6666666666667,7.26,0.974836951900794,145.636156225025,26.3769470055451,1.19653666889068,0.0167675992145973,"high"
"25",25,"HARV_041",8.41253308066667,7.31666666666667,3.90954661933333,18,4.63444435266667,21.308,13.9088916666667,7.13826671866667,10.5929951416667,0,0.695657467333333,241.412067433333,9.70601094733333,11.5099903776667,4.993879637,7.65186149333333,4.86198970166667,4.218989191,95.7810108066667,21.308,4.31666666666667,0.917441802666667,1.69103091896612,1.42967070800703,1.22467776855638,3.60555127546399,1.57750223841278,1.54583213836432,2.03457906293497,0.670031522591631,4.29124097418903,0,0.0234619381341278,139.276651842634,3.21946335732084,3.42394017629841,1.01935988388613,1.52774930636347,1.15031948732349,4.85113202307792,4.85113202448018,1.54583213836432,0.55075705472861,0.0328096677803856,1123.8,46.6,4.81333333333333,0.955788214380577,186.323052787356,18.0144386534802,1.075003875962,0.024850904637953,"high"
"36",36,"MLBS_069",7.626663184,6.575,3.78079475966667,17,4.55121527966667,19.6503333333333,13.968,7.396536648,8.282300685,0,0.671845238,169.461892666667,8.47018708766667,9.84359926166667,4.70624317733333,6.82385999466667,4.42938519366667,1.80341104333333,98.1965889566667,19.6503333333333,3.6,0.910285699,0.766054165093689,1.10481898969922,0.516329303749275,4.35889894354067,0.948997741910372,0.595037253735709,0.797413285646157,0.139034730419732,0.286645292607594,0,0.0357235603037637,22.509187627727,0.251250550208664,1.08117470072755,0.373204446918138,1.0950874166324,0.365670971109486,1.09381799919821,1.09381800007189,0.595037253735709,0.325,0.0458740235613638,1513.6,183.2,4.01,0.878964059196617,NA,NA,NA,NA,"high"
"37",37,"MLBS_074",9.34087518266667,8.36333333333333,3.335531744,17,4.476612119,19.1573333333333,14.8212416666667,7.01322367166667,8.099108094,0,0.655891707,182.289329263333,9.80346312633333,8.43908683466667,3.23464866833333,8.510702976,4.65498780933333,3.08020036966667,96.91979963,19.1573333333333,2.85833333333333,0.910813259666667,0.566704474268847,0.364737348421208,0.382666326900625,1,0.651049844187319,2.47758134747042,1.5527301677878,0.298025378487386,0.13262949233622,0,0.0423726444279609,126.11524592,3.70089414943722,2.95774621199371,0.220480266390155,0.623994786529712,0.594268123483931,1.60959416006487,1.60959415877596,2.47758134747042,0.397125085248129,0.0381035297166166,1470.3,169.7,4.02,0.884581377950078,NA,NA,NA,NA,"high"
"38",38,"OSBS_025",5.56579047333333,5.31666666666667,5.352760746,14.6666666666667,5.08308771566667,15.763,6.17664166666667,1.847716519,8.50586603433333,20,0.895701754333333,2.57339785533333,0.592721663333333,1.37335409666667,5.96058774133333,9.80885057533333,2.23718548466667,68.1367888866667,31.8632111133333,15.763,2.65,0.941997812,3.25910230733797,3.22687284120917,1.21168599369976,4.16333199893227,1.25706161991409,4.36872944916483,3.679843808874,1.28401407252418,0.148046972824603,7,0.0281983179894308,1.83118874016357,0.296224704306138,0.64514885194295,1.48390738164583,2.48779045562572,0.579014149801695,19.2080234928929,19.2080234928929,4.36872944916483,0.198431348329844,0.0265381771197068,1838.56666666667,1035,1.07666666666667,0.437475818477975,36.481821957426,276.837876743772,0.532008771857507,0.149281629701296,"high"
"39",39,"OSBS_026",4.95736912266667,4.58333333333333,5.14967398466667,14,4.812122126,15.265,5.62596666666667,2.23486414333333,8.14525995966667,19.3333333333333,0.884282407666667,3.82298071866667,0.775390805,1.58066132533333,5.88731251433333,8.94819856033333,2.80916574233333,62.9036587333333,37.0963412666667,15.265,2.65833333333333,0.962869486,0.652152248685531,0.662539307010032,0.149771129848051,0,0.125880762122085,1.3875157656762,0.447679020988625,0.188678224444731,0.162236700399291,2.51661147842358,0.0250539862106557,3.51929807466153,0.439089590264496,0.944505013001932,0.0390746413318288,0.488779175301363,0.227802914309492,0.466376604601661,0.466376604601661,1.3875157656762,0.395548142876861,0.00895868064279759,1751.66666666667,1161.66666666667,1.08666666666667,0.337572311608502,41.5107616568684,208.928799674275,0.438786204584116,0.113401673170308,"high"
"40",40,"OSBS_027",5.16220503933333,4.975,5.631970819,14.6666666666667,5.42020788066667,16.7866666666667,5.61004166666667,2.08266460966667,8.56478674066667,21.3333333333333,0.910277777666667,1.99552441066667,0.556150468666667,1.19167075233333,6.281052454,10.4753728326667,3.30003538966667,65.5871634266667,34.4128365733333,16.7866666666667,2.51666666666667,0.964197932333333,2.72762975465618,2.76224546338663,1.07846487701825,3.51188458428425,1.19940914420577,1.91904307750851,2.59808417448479,0.708452110286914,0.836358802326033,7.37111479583199,0.0277961744003792,1.65092040662809,0.303291238792999,0.554280842781703,0.761691830145567,2.24444784933459,0.716285671750486,13.8735574092721,13.8735574092721,1.91904307750851,0.350297492616395,0.0255343347795241,1689.56666666667,1069.16666666667,1.13666666666667,0.367458066635442,38.9425645448952,169.819678875369,0.316438514301488,0.095642299517616,"high"
"41",41,"OSBS_028",2.7840812105,2.6625,4.1492999555,10.5,3.9193544065,10.921,2.789,0.6559188545,8.7444988395,27,0.936888112,0.116250822,0.096162994,0.237029514,4.1425071855,8.634910229,1.044312512,88.28299664,11.7170033595,10.921,2.375,0.9480720385,1.0251686291052,1.00762716319083,0.150553748503671,0.707106781186548,0.0959013678050272,1.12712820921136,1.05995306499863,0.379361303889449,1.02997811204396,7.07106781186548,0.0457394241725811,0.163085108314888,0.123837231277943,0.293777741250648,0.111584532349696,2.89005556921801,0.820417670194784,7.52268636297615,7.52268636368325,1.12712820921136,0.883883476483184,0.00921559610709038,2094.43333333333,1572.93333333333,0.966666666666667,0.247518679951739,40.0290311315841,286.129452055068,0.577263660153082,0.149108004853213,"high"
"42",42,"OSBS_029",5.30669642233333,4.83333333333333,3.088109754,9.33333333333333,2.95233561933333,11.2936666666667,6.09600833333333,3.427130996,8.49009287433333,8,0.766756854333333,2.22462670033333,0.749399451666667,1.24198703233333,3.50213257366667,5.92375752266667,1.94736089466667,40.7461360933333,59.2538639066667,11.2936666666667,3.04166666666667,0.897524265666667,0.411367956615798,0.448841100316508,0.354343837866373,1.15470053837925,0.363932114833216,1.66297334113729,0.513047059448091,0.683256600688893,0.364312306176702,1,0.0311591689372338,1.25282480492757,0.168764391565555,0.39020717547639,0.49632322838419,0.840320758786236,0.274613004782839,6.68772351965358,6.68772351965358,1.66297334113729,0.339423530906938,0.00745412768002105,1964.13333333333,1206.8,1.42,0.385438085390889,47.6891322350631,96.7831080302756,0.117898261225516,0.049371422317768,"high"
"43",43,"OSBS_030",7.06393566533333,6.70833333333333,4.266709794,15.6666666666667,4.25060222333333,16.066,8.44305833333333,2.980421896,9.00100066766667,11.3333333333333,0.826336898333333,12.126020965,1.67247326333333,2.52276709,5.08768064666667,8.66762390466667,2.59644529,49.30711474,50.69288526,16.066,3.61666666666667,0.920085755666667,4.12707346115022,4.02137517937998,0.507732420173666,5.5075705472861,0.641878969711844,5.28400113550328,5.07619198294433,1.23974318746762,1.41603570096761,7.02376916856849,0.0156845022718123,13.9242002096264,1.28069925858813,1.6752790646005,0.832628462890833,3.05378465550435,0.68721021052443,17.76688366194,17.76688366194,5.28400113550328,1.47507061977837,0.0152881369889457,1917.2,1294.36666666667,0.953333333333333,0.32377826047259,25.5693175505331,219.335937167928,0.453468117218105,0.124132541419732,"high"
"44",44,"OSBS_031",4.93961237733333,4.49166666666667,4.62764864966667,14,4.42075553966667,14.9323333333333,5.708015,2.44883819533333,10.1469111226667,18.6666666666667,0.868351648333333,9.31510293233333,1.21412803933333,2.722818526,5.167643642,7.66269278666667,3.257044417,58.58175368,41.41824632,14.9323333333333,2.495,0.960513042666667,2.22097376625838,2.1889400022233,0.814549442275954,4.35889894354067,0.955938382696406,3.92890077926808,2.37921825289842,0.766544559326339,2.8803691653335,8.08290376865476,0.00986753366272821,5.01336824492245,0.271193509779053,0.753217796891806,0.682022865323647,1.47404644006951,0.90988892148187,13.0377538741429,13.0377538741429,3.92890077926808,0.663193033739046,0.0156426473265669,2124.73333333333,1392.26666666667,1.33333333333333,0.34363588064718,61.2291052795426,79.9128483620333,0.235442845152137,0.0572485356925853,"high"
"45",45,"OSBS_032",5.760210514,5.38333333333333,4.67395903366667,13.6666666666667,4.44254316766667,15.5663333333333,6.40183166666667,2.965061382,8.40680267133333,12.3333333333333,0.859548611,3.82151174666667,0.938155079,1.59830279833333,5.05930480966667,7.26057544033333,3.39055875533333,51.5362766,48.4637234,15.5663333333333,3.20333333333333,0.947835566,1.10413727464976,0.992891400573765,0.131225455212851,1.52752523165195,0.210867974925602,1.32734333664404,1.42132635380068,0.734344072350113,0.522531275918461,4.16333199893227,0.0248712688563624,3.13264296093391,0.432479902035525,0.627031556540974,0.634496560677108,1.41891602578982,0.641438915950863,7.77372421037034,7.77372421037034,1.32734333664404,0.145028732785381,0.0145319858672877,2181.33333333333,1464.83333333333,1.15333333333333,0.328164763085104,34.6208511353106,62.7191624093731,0.086216781042517,0.0361654968302768,"high"
"46",46,"OSBS_033",7.548454755,7.19166666666667,4.68811350266667,14.6666666666667,4.51480267733333,16.5886666666667,8.796636111,4.02318261966667,8.06355844533333,9.66666666666667,0.826203703666667,4.40823005766667,1.158128867,1.73870556933333,5.25893259566667,9.37103193966667,3.00371965166667,41.4893229233333,58.5106770766667,16.5886666666667,3.41666666666667,0.930152079666667,1.11952513368316,1.15171972863772,0.166361410942441,2.51661147842358,0.236162396484956,2.21366400642314,1.39960978927419,1.18190187530538,0.0830148514186435,2.51661147842358,0.010032098533077,1.06668497497048,0.151571599346895,0.206958548472235,0.141537133061223,0.834282257911297,0.938909913122378,7.18737969039195,7.18737969039195,2.21366400642314,0.534633831078181,0.0235801825533601,1922.8,1189.9,1.15333333333333,0.380147273801077,24.9150556892815,300.393558519486,0.512867754234299,0.160802647179829,"high"
"47",47,"OSBS_034",8.307260243,7.68333333333333,5.376008609,17.6666666666667,5.19683150166667,20.131,10.0757916666667,4.06735532666667,8.16023622066667,10,0.838618160666667,14.9226600006667,1.951783853,3.19898366966667,6.11541053933333,10.185309518,3.86476252433333,39.49324935,60.50675065,20.131,3.83333333333333,0.953454325333333,3.24579444001674,3.28465497934461,0.317624039595032,3.05505046330389,0.447256655284758,1.98495062910895,4.04198340246881,1.7185716464178,0.192623983226358,7,0.0222937071364877,8.52589716394545,0.503711391023002,1.03239030480358,0.693914262687087,1.67845513581131,0.57881056125802,20.2384723185022,20.2384723185022,1.98495062910895,0.418578945162479,0.00831090314705899,2024.3,937.066666666667,1.93333333333333,0.538436828188633,37.7210816387865,235.844956132908,0.489523577913601,0.108803097094343,"high"
"48",48,"OSBS_035",6.1232790855,5.9375,6.4115516135,17.5,6.2445889515,17.6735,6.600675,1.799417436,10.0641182835,19,0.905263158,1.7387547455,0.59795703,1.1716034975,6.8557830535,10.656033015,3.4025252425,70.007394135,29.992605865,17.6735,3.8625,0.9571107935,1.16563616617693,0.901561146012848,0.291589123433402,0.707106781186548,0.405700204173714,0.217081781824272,1.73934126036267,1.57608645490558,1.41462155803609,5.65685424949238,0.0260513029857935,0.0136401400136701,0.114007720113678,0.0640078213138498,0.249162145219931,0.681911951389971,0.369484645673443,20.0302729967221,20.0302729967221,0.217081781824272,1.46724657096209,0.0143010246387838,2081.53333333333,1534.9,0.906666666666667,0.262940045353301,28.1098440645503,376.289874963438,0.655769268366042,0.177531135970235,"high"
"49",49,"OSBS_036",6.41651745033333,6.075,4.88120723233333,13.6666666666667,4.67653013433333,15.3403333333333,7.178375,2.355678286,6.10958518366667,16.6666666666667,0.885133928666667,3.964504864,0.804900993,1.434285852,5.42666972633333,10.1234262146667,1.878258271,59.9752154433333,40.0247845566667,15.3403333333333,3.125,0.917089911333333,3.54940545064552,3.22529068457403,0.320702182156602,0.577350269189626,0.267696389199232,2.95406674490157,4.37909720069388,2.14865619307798,3.63989620853944,11.9303534454489,0.056295103250978,5.00262465738085,0.778675353769673,1.13263397354039,0.661147774987257,1.06169907369691,0.425470863543674,26.5803167681163,26.5803167681163,2.95406674490157,1.19399539362596,0.048729610290128,2098.96666666667,1565.23333333333,0.95,0.254895431770368,44.5063291379253,308.12317883167,0.564003546088143,0.141016882166533,"high"
"50",50,"OSBS_037",6.1050210395,6.0145833335,6.89258241475,16.75,6.739373686,17.88,6.5321854165,1.3869957635,8.36843675225,19.5,0.9007230395,5.06786137275,0.820918773,1.81516561525,7.3727349365,11.9449434775,2.423898257,76.415828955,23.584171045,17.88,3.6666666665,0.94226045225,1.42438858867002,1.47999585541243,0.487640057339507,0.5,0.603606397949116,1.21949962416285,1.56121401677627,0.450634859715959,0.265144575558905,6.35085296108588,0.0406733850306992,4.80983341182505,0.555927685239792,1.07538262168509,0.445782790263269,0.778955967966239,0.564994208787658,7.61352022739577,7.61352022739577,1.21949962416285,0.744485902550408,0.00942330654797409,2021.51666666667,1732.2,0.241666666666667,0.142724249045081,43.3314858580532,71.1719607710789,0.241778135212154,0.041815487092378,"high"
"51",51,"OSBS_038",5.83785189066667,5.49166666666667,4.46146030466667,13,4.24171251366667,14.1433333333333,6.560225,2.488762597,8.37288781133333,13.6666666666667,0.835590569666667,1.04236729066667,0.611573716,0.81100377,5.02627254466667,8.18164601166667,2.32513699733333,54.3353851233333,45.6646148766667,14.1433333333333,3.175,0.899528293,1.12670192333569,1.03239204439657,0.366680430908845,1.73205080756888,0.347670718032411,1.49782319828922,1.28083156020805,0.897372402656233,0.522584958225784,4.16333199893227,0.0449925624154216,0.156224146060196,0.0803807716973352,0.0972912145413589,0.489603715794883,0.584707302100167,0.60825752016888,11.0809443541819,11.0809443541819,1.49782319828922,0.313249102153542,0.056363659265241,1898.33333333333,1007.23333333333,1.33,0.469916090544314,15.1579462109262,187.861181017616,0.363730669589464,0.0947553211950689,"high"
"52",52,"OSBS_039",3.027608634,2.81666666666667,4.049202218,11,3.77047959366667,12.2236666666667,3.42441666666667,1.76066392933333,10.6356989046667,24.6666666666667,0.911507936666667,0.622281042,0.296809902666667,0.679601915666667,4.584412997,7.25513380033333,2.09968959433333,72.1673488966667,27.8326511033333,12.2236666666667,2.44166666666667,0.957531542,0.961890906138319,0.968998624010031,0.749354491644803,1,0.781569224453867,1.09928628361011,1.12521574857151,0.500361457544394,4.18185844036832,2.08166599946613,0.0155257145735599,0.464692418188946,0.136197518339283,0.299899110092648,0.877319145468345,1.35343564429645,0.334645213810957,5.96825974106234,5.96825974106234,1.09928628361011,0.264968551593077,0.0281444261887269,1981.56666666667,1452.83333333333,0.82,0.264983538029742,71.6897017243993,159.274678883159,0.331511689085015,0.100482174261368,"high"
